,symbol,year,month,change,mspr,ticker
0,GIFI,2019.0,2.0,-40373.0,-100.0,GIFI
1,GIFI,2019.0,4.0,1125.0,42.857143,GIFI
2,GIFI,2019.0,5.0,41371.0,91.68901,GIFI
3,GIFI,2019.0,9.0,-5059.0,-100.0,GIFI
4,GIFI,2019.0,11.0,657120.0,100.0,GIFI
5,GIFI,2019.0,12.0,27064.0,100.0,GIFI
6,GIFI,2020.0,4.0,0.0,0.0,GIFI
7,GIFI,2021.0,2.0,-2226.0,-100.0,GIFI
8,GIFI,2021.0,3.0,-12472.0,-100.0,GIFI
9,GIFI,2022.0,3.0,166181.0,90.40469,GIFI
10,GIFI,2022.0,4.0,180000.0,100.0,GIFI
11,GIFI,2022.0,5.0,-17598.0,-100.0,GIFI
12,GIFI,2022.0,6.0,43600.0,100.0,GIFI
13,GIFI,2022.0,8.0,7000.0,100.0,GIFI
14,GIFI,2022.0,11.0,-10117.0,-100.0,GIFI
15,GIFI,2022.0,12.0,-11382.0,-100.0,GIFI
16,GIFI,2023.0,2.0,207000.0,100.0,GIFI
17,GIFI,2023.0,3.0,-41172.0,-100.0,GIFI
18,GIFI,2023.0,4.0,-40726.0,-100.0,GIFI
19,GIFI,2023.0,5.0,192019.0,70.808426,GIFI
20,GIFI,2023.0,6.0,0.0,0.0,GIFI
21,GIFI,2023.0,11.0,10000.0,100.0,GIFI
22,GIFI,2024.0,2.0,250380.0,100.0,GIFI
23,GIFI,2024.0,4.0,-20816.0,-26.36739,GIFI
24,GIFI,2024.0,5.0,-103478.0,-54.26845,GIFI
0,KF,2023.0,9.0,500.0,100.0,KF
0,ENS,2019.0,1.0,1881.0,100.0,ENS
1,ENS,2019.0,2.0,-24039.0,-100.0,ENS
2,ENS,2019.0,9.0,1457.0,100.0,ENS
3,ENS,2019.0,10.0,2469.0,100.0,ENS
4,ENS,2019.0,11.0,-5750.0,-100.0,ENS
5,ENS,2019.0,12.0,799.0,44.16805,ENS
6,ENS,2020.0,4.0,3353.0,100.0,ENS
7,ENS,2020.0,5.0,-25151.0,-100.0,ENS
8,ENS,2020.0,6.0,-8471.0,-42.720257,ENS
9,ENS,2020.0,7.0,2443.0,100.0,ENS
10,ENS,2020.0,8.0,78994.0,79.91624,ENS
11,ENS,2020.0,9.0,1233.0,100.0,ENS
12,ENS,2020.0,10.0,1520.0,100.0,ENS
13,ENS,2020.0,11.0,1150.0,8.977362,ENS
14,ENS,2020.0,12.0,446.0,30.381472,ENS
15,ENS,2021.0,1.0,2768.0,8.666249,ENS
16,ENS,2021.0,3.0,19665.0,14.508525,ENS
17,ENS,2021.0,4.0,340.0,100.0,ENS
18,ENS,2021.0,5.0,-11815.0,-100.0,ENS
19,ENS,2021.0,6.0,2724.0,10.604173,ENS
20,ENS,2021.0,7.0,1041.0,100.0,ENS
21,ENS,2021.0,8.0,40227.0,26.64128,ENS
22,ENS,2021.0,9.0,1028.0,100.0,ENS
23,ENS,2021.0,10.0,1298.0,100.0,ENS
24,ENS,2021.0,12.0,-2301.0,-51.90616,ENS
25,ENS,2022.0,1.0,1288.0,100.0,ENS
26,ENS,2022.0,3.0,1135.0,100.0,ENS
27,ENS,2022.0,4.0,2129.0,100.0,ENS
28,ENS,2022.0,5.0,-947.0,-100.0,ENS
29,ENS,2022.0,6.0,1319.0,100.0,ENS
30,ENS,2022.0,7.0,2667.0,100.0,ENS
31,ENS,2022.0,8.0,229095.0,61.25846,ENS
32,ENS,2022.0,9.0,1354.0,100.0,ENS
33,ENS,2022.0,10.0,2815.0,100.0,ENS
34,ENS,2022.0,12.0,-379.0,-14.833659,ENS
35,ENS,2023.0,1.0,2208.0,100.0,ENS
36,ENS,2023.0,2.0,0.0,0.0,ENS
37,ENS,2023.0,3.0,934.0,100.0,ENS
38,ENS,2023.0,4.0,2301.0,100.0,ENS
39,ENS,2023.0,6.0,-33561.0,-33.71779,ENS
40,ENS,2023.0,7.0,1713.0,100.0,ENS
41,ENS,2023.0,8.0,176432.0,75.679016,ENS
42,ENS,2023.0,9.0,1096.0,100.0,ENS
43,ENS,2023.0,10.0,2210.0,100.0,ENS
44,ENS,2023.0,12.0,1032.0,100.0,ENS
45,ENS,2024.0,1.0,2162.0,100.0,ENS
46,ENS,2024.0,3.0,1112.0,100.0,ENS
47,ENS,2024.0,4.0,-3384.0,-16.327318,ENS
48,ENS,2024.0,6.0,1036.0,100.0,ENS
49,ENS,2024.0,7.0,1870.0,100.0,ENS
0,PUCKU,2021.0,3.0,-10390.0,-100.0,PUCKU
0,POET,2019.0,5.0,9322848.0,100.0,POET
1,POET,2019.0,6.0,-374000.0,-100.0,POET
2,POET,2019.0,11.0,3252793.0,98.783485,POET
3,POET,2020.0,1.0,250000.0,33.333332,POET
4,POET,2020.0,2.0,35488.0,100.0,POET
5,POET,2020.0,6.0,-30000.0,-33.333332,POET
6,POET,2020.0,12.0,224600.0,100.0,POET
7,POET,2021.0,1.0,0.0,0.0,POET
8,POET,2021.0,2.0,0.0,0.0,POET
9,POET,2021.0,3.0,0.0,0.0,POET
10,POET,2022.0,2.0,-47077662.0,-99.724625,POET
11,POET,2023.0,4.0,0.0,0.0,POET
12,POET,2023.0,7.0,162169.0,100.0,POET
13,POET,2023.0,8.0,315000.0,100.0,POET
0,CMCL,2022.0,1.0,56839.0,19.928755,CMCL
1,CMCL,2022.0,10.0,5040.0,100.0,CMCL
2,CMCL,2024.0,1.0,-21366.0,-76.36169,CMCL
0,KNTK,2021.0,9.0,946.0,100.0,KNTK
1,KNTK,2021.0,10.0,200.0,100.0,KNTK
2,KNTK,2021.0,11.0,200.0,100.0,KNTK
3,KNTK,2021.0,12.0,6921.0,61.047897,KNTK
4,KNTK,2022.0,2.0,1851411.0,96.586876,KNTK
5,KNTK,2022.0,3.0,-4000000.0,-100.0,KNTK
6,KNTK,2022.0,5.0,0.0,0.0,KNTK
7,KNTK,2022.0,6.0,10059.0,85.95232,KNTK
8,KNTK,2022.0,7.0,4783.0,100.0,KNTK
9,KNTK,2022.0,8.0,-579.0,-1.6954116,KNTK
10,KNTK,2022.0,9.0,21604.0,55.02241,KNTK
11,KNTK,2022.0,11.0,24200.0,84.086174,KNTK
12,KNTK,2022.0,12.0,-4000.0,-100.0,KNTK
13,KNTK,2023.0,1.0,0.0,0.0,KNTK
14,KNTK,2023.0,3.0,209662.0,73.45325,KNTK
15,KNTK,2023.0,5.0,16012.0,21.303318,KNTK
16,KNTK,2023.0,7.0,0.0,0.0,KNTK
17,KNTK,2023.0,8.0,8125.0,100.0,KNTK
18,KNTK,2023.0,11.0,0.0,0.0,KNTK
19,KNTK,2023.0,12.0,-7411508.0,-98.31553,KNTK
20,KNTK,2024.0,3.0,-12832962.0,-95.6965,KNTK
21,KNTK,2024.0,4.0,413.0,13.224463,KNTK
22,KNTK,2024.0,5.0,17440.0,100.0,KNTK
0,PNFP,2019.0,1.0,-106.0,-3.6985345,PNFP
1,PNFP,2019.0,2.0,-32389.0,-100.0,PNFP
2,PNFP,2019.0,3.0,-25294.0,-43.317577,PNFP
3,PNFP,2019.0,9.0,-4884.0,-100.0,PNFP
4,PNFP,2019.0,10.0,-27471.0,-100.0,PNFP
5,PNFP,2019.0,11.0,-30974.0,-84.93939,PNFP
6,PNFP,2019.0,12.0,-500.0,-100.0,PNFP
7,PNFP,2020.0,4.0,4987.0,20.618515,PNFP
8,PNFP,2020.0,6.0,186086.0,94.02367,PNFP
9,PNFP,2020.0,8.0,-8161.0,-100.0,PNFP
10,PNFP,2020.0,11.0,-13443.0,-100.0,PNFP
11,PNFP,2020.0,12.0,-1125.0,-0.32409075,PNFP
12,PNFP,2021.0,1.0,26233.0,51.36977,PNFP
13,PNFP,2021.0,2.0,21325.0,11.913608,PNFP
14,PNFP,2021.0,3.0,-70630.0,-74.9072,PNFP
15,PNFP,2021.0,7.0,-556.0,-16.087963,PNFP
16,PNFP,2021.0,8.0,-493.0,-100.0,PNFP
17,PNFP,2021.0,9.0,-226543.0,-100.0,PNFP
18,PNFP,2021.0,10.0,-105792.0,-100.0,PNFP
19,PNFP,2021.0,11.0,-10500.0,-100.0,PNFP
20,PNFP,2021.0,12.0,-5093.0,-100.0,PNFP
21,PNFP,2022.0,1.0,16780.0,53.064323,PNFP
22,PNFP,2022.0,2.0,74264.0,36.508797,PNFP
23,PNFP,2022.0,3.0,-47286.0,-71.3794,PNFP
24,PNFP,2022.0,4.0,-14.0,-100.0,PNFP
25,PNFP,2022.0,7.0,-1500.0,-100.0,PNFP
26,PNFP,2022.0,10.0,-2000.0,-100.0,PNFP
27,PNFP,2022.0,12.0,-3143.0,-100.0,PNFP
28,PNFP,2023.0,1.0,37552.0,71.048546,PNFP
29,PNFP,2023.0,2.0,40223.0,33.180996,PNFP
30,PNFP,2023.0,3.0,-5309.0,-11.298389,PNFP
31,PNFP,2023.0,12.0,-105707.0,-100.0,PNFP
32,PNFP,2024.0,1.0,17533.0,34.231438,PNFP
33,PNFP,2024.0,3.0,21239.0,6.634762,PNFP
34,PNFP,2024.0,4.0,-201172.0,-100.0,PNFP
35,PNFP,2024.0,5.0,-1500.0,-100.0,PNFP
0,ATRA,2019.0,2.0,-90.0,-0.0719482,ATRA
1,ATRA,2019.0,3.0,-20000.0,-100.0,ATRA
2,ATRA,2020.0,6.0,40000.0,100.0,ATRA
3,ATRA,2020.0,8.0,-7981.0,-100.0,ATRA
4,ATRA,2021.0,1.0,-3500.0,-33.333332,ATRA
5,ATRA,2021.0,2.0,-5645.0,-100.0,ATRA
6,ATRA,2021.0,3.0,314902.0,89.02327,ATRA
7,ATRA,2021.0,4.0,-655.0,-100.0,ATRA
8,ATRA,2021.0,5.0,-29508.0,-100.0,ATRA
9,ATRA,2021.0,6.0,69340.0,63.40063,ATRA
10,ATRA,2021.0,8.0,-21960.0,-100.0,ATRA
11,ATRA,2021.0,9.0,-3116.0,-12.920882,ATRA
12,ATRA,2021.0,11.0,-45066.0,-72.6098,ATRA
13,ATRA,2021.0,12.0,-5000.0,-33.333332,ATRA
14,ATRA,2022.0,1.0,0.0,0.0,ATRA
15,ATRA,2022.0,2.0,-2496.0,-19.974392,ATRA
16,ATRA,2022.0,3.0,400264.0,92.00583,ATRA
17,ATRA,2022.0,5.0,-26591.0,-100.0,ATRA
18,ATRA,2022.0,6.0,447927.0,91.77459,ATRA
19,ATRA,2022.0,8.0,-28300.0,-100.0,ATRA
20,ATRA,2022.0,11.0,-29800.0,-100.0,ATRA
21,ATRA,2023.0,2.0,-2485.0,-100.0,ATRA
22,ATRA,2023.0,3.0,2441774.0,97.457954,ATRA
23,ATRA,2023.0,5.0,890387.0,87.24041,ATRA
24,ATRA,2023.0,6.0,-14291.0,-100.0,ATRA
25,ATRA,2023.0,8.0,-73071.0,-100.0,ATRA
26,ATRA,2023.0,11.0,751741.0,85.240204,ATRA
27,ATRA,2024.0,1.0,3355000.0,100.0,ATRA
28,ATRA,2024.0,3.0,693808.0,86.0599,ATRA
29,ATRA,2024.0,5.0,-211204.0,-100.0,ATRA
0,VIRC,2019.0,9.0,-5993.0,-100.0,VIRC
1,VIRC,2019.0,10.0,-43370.0,-90.03529,VIRC
2,VIRC,2020.0,6.0,48737.0,75.09901,VIRC
3,VIRC,2020.0,8.0,0.0,0.0,VIRC
4,VIRC,2021.0,6.0,2052.0,3.8684866,VIRC
5,VIRC,2022.0,4.0,8299.0,100.0,VIRC
6,VIRC,2022.0,6.0,-14865.0,-100.0,VIRC
7,VIRC,2022.0,9.0,3000.0,100.0,VIRC
8,VIRC,2023.0,6.0,63177.0,81.159515,VIRC
9,VIRC,2023.0,7.0,1770.0,100.0,VIRC
10,VIRC,2023.0,9.0,-7423.0,-100.0,VIRC
11,VIRC,2023.0,10.0,-2577.0,-100.0,VIRC
12,VIRC,2024.0,1.0,-5000.0,-100.0,VIRC
13,VIRC,2024.0,6.0,9401.0,41.357616,VIRC
0,SMBK,2019.0,1.0,4500.0,100.0,SMBK
1,SMBK,2019.0,2.0,1763.0,100.0,SMBK
2,SMBK,2019.0,12.0,-13000.0,-100.0,SMBK
3,SMBK,2020.0,4.0,168557.0,100.0,SMBK
4,SMBK,2020.0,5.0,-4000.0,-66.666664,SMBK
5,SMBK,2020.0,10.0,1796.0,100.0,SMBK
6,SMBK,2021.0,1.0,23900.0,100.0,SMBK
7,SMBK,2021.0,2.0,0.0,0.0,SMBK
8,SMBK,2021.0,5.0,420.0,100.0,SMBK
9,SMBK,2021.0,8.0,-3000.0,-33.333332,SMBK
10,SMBK,2021.0,9.0,85740.0,100.0,SMBK
11,SMBK,2021.0,11.0,-15000.0,-78.947365,SMBK
12,SMBK,2022.0,1.0,-75306.0,-52.774467,SMBK
13,SMBK,2022.0,2.0,1054.0,4.5619807,SMBK
14,SMBK,2022.0,3.0,1934.0,100.0,SMBK
15,SMBK,2022.0,5.0,393.0,16.086779,SMBK
16,SMBK,2022.0,6.0,-7500.0,-100.0,SMBK
17,SMBK,2022.0,8.0,-18982.0,-100.0,SMBK
18,SMBK,2022.0,10.0,4721.0,89.42982,SMBK
19,SMBK,2022.0,11.0,4750.0,90.47619,SMBK
20,SMBK,2022.0,12.0,-200.0,-100.0,SMBK
21,SMBK,2023.0,1.0,42998.0,100.0,SMBK
22,SMBK,2023.0,2.0,-21585.0,-98.54814,SMBK
23,SMBK,2023.0,5.0,16078.0,100.0,SMBK
24,SMBK,2023.0,6.0,-300.0,-100.0,SMBK
25,SMBK,2023.0,8.0,-880.0,-100.0,SMBK
26,SMBK,2023.0,9.0,-1637.0,-100.0,SMBK
27,SMBK,2023.0,10.0,-350.0,-100.0,SMBK
28,SMBK,2023.0,11.0,-15400.0,-100.0,SMBK
29,SMBK,2024.0,1.0,14947.0,72.030266,SMBK
30,SMBK,2024.0,2.0,407.0,25.549278,SMBK
31,SMBK,2024.0,3.0,-2394.0,-24.196484,SMBK
32,SMBK,2024.0,5.0,-7850.0,-100.0,SMBK
33,SMBK,2024.0,6.0,-250.0,-100.0,SMBK
0,CNDT,2019.0,1.0,66556.0,74.6562,CNDT
1,CNDT,2019.0,9.0,-385.0,-15.332537,CNDT
2,CNDT,2019.0,10.0,-20191.0,-21.452173,CNDT
3,CNDT,2019.0,11.0,31055.0,100.0,CNDT
4,CNDT,2020.0,4.0,462282.0,100.0,CNDT
5,CNDT,2020.0,5.0,81802.0,100.0,CNDT
6,CNDT,2020.0,7.0,35122.0,100.0,CNDT
7,CNDT,2020.0,8.0,21112.0,100.0,CNDT
8,CNDT,2020.0,11.0,-4074.0,-100.0,CNDT
9,CNDT,2020.0,12.0,-602107.0,-100.0,CNDT
10,CNDT,2021.0,1.0,294364.0,100.0,CNDT
11,CNDT,2021.0,2.0,74929.0,83.26647,CNDT
12,CNDT,2021.0,4.0,736941.0,100.0,CNDT
13,CNDT,2021.0,6.0,-31690.0,-35.643585,CNDT
14,CNDT,2021.0,7.0,5715.0,100.0,CNDT
15,CNDT,2021.0,8.0,31673.0,100.0,CNDT
16,CNDT,2021.0,9.0,-21372.0,-100.0,CNDT
17,CNDT,2021.0,12.0,-520706.0,-100.0,CNDT
18,CNDT,2022.0,1.0,264960.0,100.0,CNDT
19,CNDT,2022.0,2.0,94016.0,51.211433,CNDT
20,CNDT,2022.0,4.0,1599688.0,100.0,CNDT
21,CNDT,2022.0,5.0,79033.0,100.0,CNDT
22,CNDT,2022.0,6.0,-59772.0,-88.58786,CNDT
23,CNDT,2022.0,7.0,40932.0,100.0,CNDT
24,CNDT,2022.0,8.0,95130.0,100.0,CNDT
25,CNDT,2022.0,9.0,-21051.0,-100.0,CNDT
26,CNDT,2022.0,11.0,-2521.0,-100.0,CNDT
27,CNDT,2022.0,12.0,-895991.0,-100.0,CNDT
28,CNDT,2023.0,1.0,322478.0,100.0,CNDT
29,CNDT,2023.0,4.0,1926736.0,100.0,CNDT
30,CNDT,2023.0,5.0,67791.0,100.0,CNDT
31,CNDT,2023.0,6.0,-18995.0,-100.0,CNDT
32,CNDT,2023.0,7.0,47480.0,100.0,CNDT
33,CNDT,2023.0,9.0,-29291.0,-100.0,CNDT
34,CNDT,2023.0,12.0,-619034.0,-100.0,CNDT
35,CNDT,2024.0,1.0,390640.0,100.0,CNDT
36,CNDT,2024.0,4.0,1584920.0,100.0,CNDT
37,CNDT,2024.0,6.0,-38162369.0,-100.0,CNDT
38,CNDT,2024.0,7.0,153418.0,100.0,CNDT
0,BENF,2023.0,7.0,0.0,0.0,BENF
1,BENF,2023.0,8.0,-169751487.0,-100.0,BENF
2,BENF,2024.0,2.0,400000.0,100.0,BENF
3,BENF,2024.0,6.0,-12601.0,-100.0,BENF
0,DNB,2019.0,2.0,-116202.0,-55.35801,DNB
1,DNB,2020.0,7.0,465300.0,100.0,DNB
2,DNB,2020.0,8.0,85042.0,100.0,DNB
3,DNB,2021.0,2.0,-4243748.0,-97.7924,DNB
4,DNB,2021.0,3.0,263999.0,14.020894,DNB
5,DNB,2021.0,6.0,50700.0,100.0,DNB
6,DNB,2021.0,8.0,130196.0,100.0,DNB
7,DNB,2021.0,11.0,-110935494.0,-100.0,DNB
8,DNB,2022.0,1.0,-732627.0,-37.63645,DNB
9,DNB,2022.0,2.0,7553893.0,9.406315,DNB
10,DNB,2022.0,3.0,1477473.0,87.3194,DNB
11,DNB,2022.0,6.0,-233000.0,-50.984684,DNB
12,DNB,2022.0,7.0,-9229350.0,-100.0,DNB
13,DNB,2022.0,8.0,4735662.0,100.0,DNB
14,DNB,2022.0,11.0,-16598333.0,-100.0,DNB
15,DNB,2022.0,12.0,-181630.0,-100.0,DNB
16,DNB,2023.0,3.0,2222959.0,81.00233,DNB
17,DNB,2023.0,5.0,-1286994.0,-99.38224,DNB
18,DNB,2023.0,8.0,-27333754.0,-99.92228,DNB
19,DNB,2023.0,11.0,-26901384.0,-100.0,DNB
20,DNB,2024.0,3.0,-7881052.0,-59.7625,DNB
21,DNB,2024.0,6.0,-24073.0,-100.0,DNB
22,DNB,2024.0,8.0,-196066.0,-100.0,DNB
0,FGI,2022.0,1.0,123750.0,100.0,FGI
1,FGI,2022.0,3.0,98747.0,100.0,FGI
2,FGI,2022.0,9.0,44671.0,100.0,FGI
3,FGI,2022.0,10.0,35315.0,100.0,FGI
4,FGI,2022.0,11.0,4185.0,100.0,FGI
5,FGI,2023.0,3.0,159881.0,100.0,FGI
6,FGI,2024.0,3.0,11444.0,100.0,FGI
0,GIGM,2020.0,5.0,110190.0,100.0,GIGM
1,GIGM,2020.0,9.0,90307.0,100.0,GIGM
0,AXL,2019.0,2.0,-15033.0,-100.0,AXL
1,AXL,2019.0,3.0,459181.0,44.884808,AXL
2,AXL,2019.0,5.0,78399.0,100.0,AXL
3,AXL,2020.0,5.0,225533.0,92.44861,AXL
4,AXL,2021.0,3.0,679350.0,58.57334,AXL
5,AXL,2022.0,2.0,780646.0,100.0,AXL
6,AXL,2022.0,3.0,-114343.0,-100.0,AXL
7,AXL,2022.0,5.0,171855.0,100.0,AXL
8,AXL,2023.0,2.0,535908.0,81.888275,AXL
9,AXL,2023.0,3.0,33023.0,1.0947771,AXL
10,AXL,2023.0,5.0,265211.0,100.0,AXL
11,AXL,2023.0,8.0,-40000.0,-100.0,AXL
12,AXL,2024.0,3.0,854322.0,52.60979,AXL
13,AXL,2024.0,5.0,204920.0,100.0,AXL
0,MFM,2021.0,7.0,-4550.0,-100.0,MFM
1,MFM,2023.0,5.0,-1862.0,-100.0,MFM
2,MFM,2024.0,8.0,-171.0,-100.0,MFM
0,PLL,2021.0,5.0,12076.0,100.0,PLL
1,PLL,2021.0,7.0,-46741.0,-22.285105,PLL
2,PLL,2021.0,9.0,2500.0,100.0,PLL
3,PLL,2021.0,11.0,10000.0,100.0,PLL
4,PLL,2021.0,12.0,11741.0,43.284794,PLL
5,PLL,2022.0,1.0,-174.0,-3.3629687,PLL
6,PLL,2022.0,2.0,19202.0,93.24981,PLL
7,PLL,2022.0,5.0,-1670.0,-100.0,PLL
8,PLL,2022.0,6.0,-16663.0,-20.404589,PLL
9,PLL,2022.0,7.0,5400.0,100.0,PLL
10,PLL,2022.0,8.0,-18037.0,-20.487976,PLL
11,PLL,2022.0,10.0,-10512.0,-20.810896,PLL
12,PLL,2022.0,11.0,-11277.0,-21.992315,PLL
13,PLL,2022.0,12.0,0.0,0.0,PLL
14,PLL,2023.0,1.0,-1885.0,-100.0,PLL
15,PLL,2023.0,3.0,62166.0,100.0,PLL
16,PLL,2023.0,5.0,-1316.0,-100.0,PLL
17,PLL,2023.0,6.0,52393.0,100.0,PLL
18,PLL,2023.0,8.0,7140.0,31.21175,PLL
19,PLL,2023.0,9.0,-1698.0,-29.79993,PLL
20,PLL,2024.0,1.0,19469.0,57.276928,PLL
21,PLL,2024.0,2.0,-11353.0,-100.0,PLL
22,PLL,2024.0,5.0,-1312.0,-100.0,PLL
23,PLL,2024.0,6.0,286861.0,100.0,PLL
0,EMCG,2022.0,8.0,-394286.0,-34.53239,EMCG
0,FLIC,2019.0,1.0,31525.0,100.0,FLIC
1,FLIC,2019.0,2.0,24153.0,29.258986,FLIC
2,FLIC,2019.0,3.0,3231.0,100.0,FLIC
3,FLIC,2019.0,10.0,439.0,100.0,FLIC
4,FLIC,2019.0,11.0,-2642.0,-19.77841,FLIC
5,FLIC,2019.0,12.0,-539.0,-5.252899,FLIC
6,FLIC,2020.0,4.0,26521.0,80.69679,FLIC
7,FLIC,2020.0,5.0,655.0,100.0,FLIC
8,FLIC,2020.0,6.0,-3679.0,-58.202816,FLIC
9,FLIC,2020.0,7.0,644.0,100.0,FLIC
10,FLIC,2020.0,8.0,622.0,100.0,FLIC
11,FLIC,2020.0,9.0,816.0,100.0,FLIC
12,FLIC,2020.0,10.0,304.0,100.0,FLIC
13,FLIC,2020.0,11.0,4940.0,45.15539,FLIC
14,FLIC,2020.0,12.0,4257.0,26.234055,FLIC
15,FLIC,2021.0,1.0,20935.0,83.13148,FLIC
16,FLIC,2021.0,2.0,16087.0,45.95629,FLIC
17,FLIC,2021.0,3.0,476.0,100.0,FLIC
18,FLIC,2021.0,4.0,582.0,63.676147,FLIC
19,FLIC,2021.0,5.0,-5018.0,-90.2518,FLIC
20,FLIC,2021.0,6.0,1822.0,49.618736,FLIC
21,FLIC,2021.0,7.0,500.0,100.0,FLIC
22,FLIC,2021.0,8.0,617.0,100.0,FLIC
23,FLIC,2021.0,9.0,690.0,100.0,FLIC
24,FLIC,2021.0,10.0,561.0,100.0,FLIC
25,FLIC,2021.0,11.0,222.0,7.6498966,FLIC
26,FLIC,2021.0,12.0,488.0,100.0,FLIC
27,FLIC,2022.0,1.0,81108.0,62.032887,FLIC
28,FLIC,2022.0,2.0,226.0,100.0,FLIC
29,FLIC,2022.0,3.0,248.0,100.0,FLIC
30,FLIC,2022.0,4.0,22254.0,36.425835,FLIC
31,FLIC,2022.0,5.0,283.0,100.0,FLIC
32,FLIC,2022.0,6.0,-159.0,-5.834862,FLIC
33,FLIC,2022.0,7.0,298.0,100.0,FLIC
34,FLIC,2022.0,8.0,253.0,100.0,FLIC
35,FLIC,2022.0,9.0,348.0,100.0,FLIC
36,FLIC,2022.0,10.0,285.0,100.0,FLIC
37,FLIC,2022.0,11.0,-155.0,-5.688073,FLIC
38,FLIC,2022.0,12.0,-7300.0,-76.041664,FLIC
39,FLIC,2023.0,1.0,62858.0,35.978477,FLIC
40,FLIC,2023.0,2.0,176.0,100.0,FLIC
41,FLIC,2023.0,3.0,377.0,100.0,FLIC
42,FLIC,2023.0,4.0,40694.0,46.176018,FLIC
43,FLIC,2023.0,5.0,53331.0,100.0,FLIC
44,FLIC,2023.0,6.0,-2601.0,-49.23339,FLIC
45,FLIC,2023.0,7.0,331.0,100.0,FLIC
46,FLIC,2023.0,8.0,9506.0,44.996685,FLIC
47,FLIC,2023.0,9.0,340.0,100.0,FLIC
48,FLIC,2023.0,10.0,405.0,100.0,FLIC
49,FLIC,2023.0,11.0,437.0,1.2307433,FLIC
50,FLIC,2023.0,12.0,-14223.0,-94.461044,FLIC
51,FLIC,2024.0,1.0,42244.0,35.102707,FLIC
52,FLIC,2024.0,2.0,-88309.0,-79.02583,FLIC
53,FLIC,2024.0,3.0,490.0,100.0,FLIC
54,FLIC,2024.0,4.0,43384.0,38.31426,FLIC
55,FLIC,2024.0,5.0,534.0,100.0,FLIC
56,FLIC,2024.0,6.0,536.0,100.0,FLIC
57,FLIC,2024.0,7.0,430.0,100.0,FLIC
0,SHLS,2021.0,1.0,72666046.0,30.642086,SHLS
1,SHLS,2021.0,7.0,-21246202.0,-100.0,SHLS
2,SHLS,2021.0,8.0,43188.0,100.0,SHLS
3,SHLS,2021.0,11.0,130701.0,100.0,SHLS
4,SHLS,2021.0,12.0,-7231590.0,-34.24454,SHLS
5,SHLS,2022.0,1.0,59414.0,90.589455,SHLS
6,SHLS,2022.0,2.0,21334.0,65.58254,SHLS
7,SHLS,2022.0,3.0,-103715.0,-100.0,SHLS
8,SHLS,2022.0,4.0,156590.0,100.0,SHLS
9,SHLS,2022.0,5.0,83988.0,89.47458,SHLS
10,SHLS,2022.0,6.0,5500.0,100.0,SHLS
11,SHLS,2022.0,8.0,-115442.0,-72.77163,SHLS
12,SHLS,2022.0,9.0,-30881.0,-100.0,SHLS
13,SHLS,2022.0,10.0,50241.0,100.0,SHLS
14,SHLS,2022.0,11.0,-91727.0,-100.0,SHLS
15,SHLS,2022.0,12.0,-49817415.0,-53.21831,SHLS
16,SHLS,2023.0,1.0,26106.0,21.327387,SHLS
17,SHLS,2023.0,2.0,-46645.0,-100.0,SHLS
18,SHLS,2023.0,3.0,-53648699.0,-48.011593,SHLS
19,SHLS,2023.0,4.0,-1415.0,-100.0,SHLS
20,SHLS,2023.0,5.0,73364.0,100.0,SHLS
21,SHLS,2023.0,6.0,-7279.0,-100.0,SHLS
22,SHLS,2023.0,7.0,94260.0,84.418495,SHLS
23,SHLS,2023.0,9.0,-3965.0,-100.0,SHLS
24,SHLS,2023.0,10.0,-1758.0,-100.0,SHLS
25,SHLS,2023.0,12.0,-10010.0,-100.0,SHLS
26,SHLS,2024.0,1.0,-4835.0,-100.0,SHLS
27,SHLS,2024.0,2.0,223719.0,100.0,SHLS
28,SHLS,2024.0,3.0,-9265.0,-100.0,SHLS
29,SHLS,2024.0,5.0,155788.0,100.0,SHLS
30,SHLS,2024.0,7.0,163931.0,71.02453,SHLS
31,SHLS,2024.0,8.0,353130.0,100.0,SHLS
0,DIAX,2020.0,11.0,1000.0,100.0,DIAX
1,DIAX,2021.0,11.0,-1000.0,-100.0,DIAX
0,ISRL,2019.0,10.0,1480051.0,92.30652,ISRL
1,ISRL,2023.0,1.0,112500.0,100.0,ISRL
2,ISRL,2023.0,5.0,-287700.0,-100.0,ISRL
0,CXH,2021.0,7.0,-1950.0,-100.0,CXH
1,CXH,2023.0,10.0,-4935.0,-100.0,CXH
2,CXH,2023.0,11.0,-426542.0,-100.0,CXH
3,CXH,2024.0,8.0,-56.0,-100.0,CXH
0,IOSP,2019.0,2.0,13703.0,15.752566,IOSP
1,IOSP,2019.0,3.0,-17567.0,-38.40537,IOSP
2,IOSP,2019.0,8.0,-3000.0,-100.0,IOSP
3,IOSP,2019.0,11.0,-36820.0,-75.41991,IOSP
4,IOSP,2019.0,12.0,-3000.0,-100.0,IOSP
5,IOSP,2020.0,5.0,1848.0,100.0,IOSP
6,IOSP,2020.0,6.0,0.0,0.0,IOSP
7,IOSP,2020.0,8.0,-8000.0,-100.0,IOSP
8,IOSP,2021.0,2.0,8519.0,90.21497,IOSP
9,IOSP,2021.0,3.0,4945.0,30.624884,IOSP
10,IOSP,2021.0,11.0,-13122.0,-69.45062,IOSP
11,IOSP,2022.0,2.0,-549.0,-0.6928232,IOSP
